"stock","sex","genotype.x","video.name","test.temp","run","id.ind","acclim.temp","date.exp","age","test.oxygen","acclim.oxygen","acclim.time","surv.time","video.time","genotype.y","ws","fw","cell.area","cell.number","iod","wing.area.z","fresh.mass.z","cell.area.z","cell.number.z","iod.z"
"25180","female","DGRP-313","20190717-39-RUN 3",39,"3","8",25,"20190717","6",21,21,6,0.802773725291976,1.50763102339575,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20181210-36-RUN 1",36,"1","34",25,"20181210","4",21,21,5,2.38168654068746,2.40537482263808,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 2",39,"2","31",25,"20190717","6",21,21,6,0.970811610872518,1.6234215952928,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20181210-36-RUN 1",36,"1","39",25,"20181210","5",21,21,5,1.84375171050759,2.40537482263808,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-39-RUN 11",39,"11","35",25,"20190716","8",10,10,8,0.714609138643194,1.49392253711637,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","33",25,"20190715","8",10,10,8,1.28668096935493,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","10",25,"20190717","6",21,21,6,1.45280830536493,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","14",25,"20180807","6",21,21,6,2.37706328911394,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","38",25,"20190715","8",10,10,8,1.94538651114841,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","18",25,"20180807","6",21,21,6,2.30699656174326,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","4",25,"20190717","6",21,21,6,1.45280830536493,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190713-36-RUN 2",36,"2","38",25,"20190713","6",10,10,6,1.94209076790341,2.18615553192029,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190713-36-RUN 2",36,"2","37",25,"20190713","6",10,10,6,2.14045566476134,2.18615553192029,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 3",39,"3","2",25,"20190717","6",21,21,6,0.7004152452102,1.50763102339575,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 2",39,"2","33",25,"20190717","6",21,21,6,1.03542973818455,1.6234215952928,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 2",39,"2","34",25,"20190717","6",21,21,6,1.2135177569963,1.6234215952928,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","9",25,"20190717","6",21,21,6,1.26007138798507,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","12",25,"20180807","6",21,21,6,2.33129229668071,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","13",25,"20180807","6",21,21,6,2.22822920816605,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","37",25,"20190715","8",10,10,8,1.88470098288115,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-39-RUN 11",39,"11","37",25,"20190716","8",10,10,8,0.754603128608854,1.49392253711637,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-38-RUN 5",38,"5","36",25,"20190716","8",10,10,8,1.1668246580284,1.67531998333929,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180808-37-RUN 1",37,"1","37",25,"20180808","7",21,21,7,2.07132958686034,2.1095223020708,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180808-37-RUN 1",37,"1","39",25,"20180808","7",21,21,7,1.98609962505513,2.1095223020708,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","19",25,"20180807","6",21,21,6,2.31337502224745,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-38-RUN 5",38,"5","33",25,"20190716","8",10,10,8,1.38649896555065,1.67531998333929,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180808-37-RUN 1",37,"1","40",25,"20180808","7",21,21,7,1.99934806920672,2.1095223020708,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","40",25,"20190715","8",10,10,8,1.94538651114841,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-38-RUN 5",38,"5","39",25,"20190716","8",10,10,8,1.38649896555065,1.67531998333929,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20181210-36-RUN 1",36,"1","33",25,"20181210","4",21,21,5,2.32527614699912,2.40537482263808,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 3",39,"3","9",25,"20190717","6",21,21,6,0.970811610872518,1.50763102339575,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 2",39,"2","35",25,"20190717","6",21,21,6,1.02870677913517,1.6234215952928,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 2",39,"2","40",25,"20190717","6",21,21,6,0.885549675006005,1.6234215952928,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 3",39,"3","4",25,"20190717","6",21,21,6,0.546131204914049,1.50763102339575,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","3",25,"20190717","6",21,21,6,1.66307242385897,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","34",25,"20190715","8",10,10,8,1.66133934000604,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-38-RUN 5",38,"5","31",25,"20190716","8",10,10,8,1.28292407324615,1.67531998333929,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190713-36-RUN 2",36,"2","35",25,"20190713","6",10,10,6,2.03482891565584,2.18615553192029,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190718-37-RUN 3",37,"3","20",25,"20190718","7",21,21,7,1.85339397745067,2.22102280520484,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","1",25,"20190717","6",21,21,6,1.49182842626168,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","32",25,"20190715","8",10,10,8,1.84041977773649,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190713-36-RUN 2",36,"2","40",25,"20190713","6",10,10,6,2.16687395085882,2.18615553192029,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","36",25,"20190715","8",10,10,8,1.90408410651892,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20181210-36-RUN 1",36,"1","38",25,"20181210","5",21,21,5,2.26830489202895,2.40537482263808,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190716-38-RUN 5",38,"5","38",25,"20190716","8",10,10,8,1.41802493465633,1.67531998333929,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","17",25,"20180807","6",21,21,6,2.37001936269374,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190713-36-RUN 2",36,"2","34",25,"20190713","6",10,10,6,2.14045566476134,2.18615553192029,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190715-37-RUN 2",37,"2","35",25,"20190715","8",10,10,8,1.97088901831981,2.00007237638245,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-38-RUN 6",38,"6","6",25,"20190717","6",21,21,6,1.65513843481138,1.7471527595746,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20180807-36-RUN 2",36,"2","20",25,"20180807","6",21,21,6,2.30413133952879,2.37978880558112,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
"25180","female","DGRP-313","20190717-39-RUN 3",39,"3","7",25,"20190717","6",21,21,6,0.7004152452102,1.50763102339575,"DGRP-313",871540.688333333,1.095,151.383865384615,5793.65375082524,426.652166666667,-2.04137174708994,-0.396172372106765,-1.06647021391165,-1.15045897248522,-1.81579674013847
