"stock","genotype","sex","age","plate","well","ws","fw","iod","cell.area","cell.number","fresh.mass.z","iod.z","wing.area.z","cell.number.z","cell.area.z"
"28153","DGRP-195","female",5,"28153","F10",1180878.329,1.28,483.295267755729,174.6779778,6760.316004,0.503405074892771,0.303940095352497,1.26815836054307,0.709351865028687,0.556881938987824
"28153","DGRP-195","female",5,"28153","F12",1175271.949,1.36,487.174125168667,177.7970455,6610.188295,0.892411538460138,0.44909734804057,1.20817702957784,0.42051350469126,0.774247819939042
"28153","DGRP-195","female",5,"28153","F2",1134659.113,1.37,487.658982345284,170.0667391,6671.846114,0.941037346406059,0.467242004626581,0.773669922040953,0.539140129053734,0.235527592526587
"28153","DGRP-195","female",5,"28153","F3",1178898.933,1.43,490.568125404987,178.6479318,6599.006892,1.23279219408158,0.576109944142637,1.24698127183569,0.399001032874403,0.833545555024698
"28153","DGRP-195","female",5,"28153","F4",1179725.137,1.41,489.598411051753,178.6479318,6603.631651,1.13554057818974,0.539820630970617,1.25582063262979,0.407898842715194,0.833545555024698
"28153","DGRP-195","female",5,"28153","F5",1207822.677,1.46,492.022696934839,171.2194783,7054.236406,1.37866961791935,0.630543913900664,1.55642955425993,1.27484032514631,0.315861267783138
"28153","DGRP-195","female",5,"28153","F7",1181965.28,1.42,490.08326822837,173.846,6798.921346,1.18416638613566,0.557965287556628,1.27978739169579,0.783626652526746,0.498901925463636
"28153","DGRP-195","female",5,"28153","F8",1180700.683,1.38,488.143839521901,177.7970455,6640.721618,0.989663154351979,0.48538666121259,1.26625776808935,0.479258122921416,0.774247819939042
"28153","DGRP-195","female",5,"28153","F9",1228837.269,1.54,495.901554347777,178.4067045,6887.84243,1.76767608148671,0.775701166588739,1.78125969382437,0.954706463662654,0.816734575072583
"28258","DGRP-892","female",5,"28258","B3",1060982.483,1.32,474.94434177075,170.8175435,6211.203262,0.697908306676454,-0.00857396338497987,-0.0145788817206247,-0.347114160438125,0.287850682476846
"28180","DGRP-361","female",5,"28180","C10",1054617.736,1.02,455.157913654682,182.7654419,5770.33451,-0.760865931701173,-0.74903519721599,-0.0826738014936257,-1.19532404987091,1.12049226355944
"29652","DGRP-57","female",5,"29652","C10",984718.6417,0.83,442.626509181173,150.803,6529.834563,-1.68475628267367,-1.21799397864229,-0.830507646038264,0.265916859258718,-1.10695036006352
"25192","DGRP-399","female",5,"25192","C11",1074324.965,0.77,438.66922355796,153.8679412,6982.123478,-1.97651113034919,-1.3660862254085,0.128169171165487,1.13609858305625,-0.893356521109119
"29652","DGRP-57","female",5,"29652","C12",991256.301,0.77,438.66922355796,153.4796275,6458.552952,-1.97651113034919,-1.3660862254085,-0.760562778546011,0.128774530366919,-0.920417860459313
"25192","DGRP-399","female",5,"25192","C2",1196312.219,0.63,429.435557103795,166.2828125,7194.443018,-2.65727244159209,-1.7116348011963,1.43328189197886,1.54459098069349,-0.0281718901309239
"28180","DGRP-361","female",5,"28180","C2",1058736.332,1.27,471.646603751405,185.8703571,5696.101026,0.45477926694685,-0.131984169023482,-0.0386099189547915,-1.338145637861,1.33687186562029
"29652","DGRP-57","female",5,"29652","C3",963060.2823,1,453.838818446945,156.83512,6140.590719,-0.858117547593015,-0.79839927947139,-1.06222530044901,-0.482969235262294,-0.686575682783045
"28180","DGRP-361","female",5,"28180","C4",1100423.453,1.08,459.115199277896,183.3921163,6000.385813,-0.469111084025647,-0.600942950449787,0.407390709202526,-0.752716608549013,1.16416481129721
"29652","DGRP-57","female",5,"29652","C4",961994.3793,0.95,450.5410804276,154.005902,6246.477356,-1.10124658732262,-0.921809485109892,-1.07362914403789,-0.279248530960302,-0.883742119078431
"25192","DGRP-399","female",5,"25192","C5",1245121.216,1.14,463.072484901109,168.044,7409.495225,-0.177356236350123,-0.452850703683587,1.95547778364834,1.95834089581958,0.0945641673319443
"28173","DGRP-338","female",5,"28173","C5",1103409.715,1.28,472.306151355274,175.5236222,6286.388698,0.503405074892771,-0.107302127895783,0.439340018626949,-0.202461063417278,0.615814369334707
"28180","DGRP-361","female",5,"28180","C5",1059302.103,1.03,455.817461258551,195.81765,5409.635459,-0.712240123755252,-0.724353156088289,-0.0325568691077376,-1.88929136050312,2.03009249827546
"29652","DGRP-57","female",5,"29652","C5",1012472.935,0.97,451.860175635338,156.83512,6455.651863,-1.00399497143078,-0.872445402854492,-0.533571039505459,0.123192977197724,-0.686575682783045
"25192","DGRP-399","female",5,"25192","C6",1033174.655,0.74,436.690580746353,155.2159804,6656.367809,-2.12238855418696,-1.4401323487916,-0.312088243321552,0.509360628208874,-0.799412510767574
"28173","DGRP-338","female",5,"28173","C6",1066827.331,1.14,463.072484901109,186.1697381,5730.401415,-0.177356236350123,-0.452850703683587,0.0479537618621267,-1.27215336912069,1.35773554062325
"29652","DGRP-57","female",5,"29652","C6",999092.7297,0.7,434.052390330877,153.4796275,6509.611381,-2.31689178597064,-1.5388605133024,-0.676722685038233,0.227008447423262,-0.920417860459313
"25192","DGRP-399","female",5,"25192","C7",1063121.538,0.82,441.966961577304,164.3047143,6470.426258,-1.73338209061959,-1.24267601977,0.0083063607901982,0.151618189673175,-0.166024318871416
"28173","DGRP-338","female",5,"28173","C7",1116735.557,1.26,470.987056147536,179.5127955,6220.924552,0.406153459000929,-0.156666210151183,0.581910044096569,-0.328410874531292,0.893817366391034
"28180","DGRP-361","female",5,"28180","C7",1105724.311,1.15,463.732032504978,183.3921163,6029.290318,-0.128730428404202,-0.428168662555886,0.464103332695348,-0.69710575638737,1.16416481129721
"29652","DGRP-57","female",5,"29652","C7",983123.9883,0.95,450.5410804276,156.54922,6279.967338,-1.10124658732262,-0.921809485109892,-0.847568464848304,-0.214815445602223,-0.706499875311458
"25192","DGRP-399","female",5,"25192","C8",1121675.106,0.83,442.626509181173,163.2603958,6870.466659,-1.68475628267367,-1.21799397864229,0.634757108224931,0.921276331153014,-0.238802223226027
"28173","DGRP-338","female",5,"28173","C8",1143730.489,1.26,470.987056147536,178.4448182,6409.435146,0.406153459000929,-0.156666210151183,0.870722424041542,0.0342742769299481,0.819390695033304
"28180","DGRP-361","female",5,"28180","C8",1034679.892,1.13,462.41293729724,183.3921163,5641.899517,-0.225982044296043,-0.477532744811287,-0.29598406938434,-1.4424266869202,1.16416481129721
"29652","DGRP-57","female",5,"29652","C8",936462.5183,0.93,449.221985219862,153.4796275,6101.542816,-1.19849820321446,-0.971173567365292,-1.34678847408674,-0.558095488452068,-0.920417860459313
"28173","DGRP-338","female",5,"28173","D1",1087015.117,1.2,467.029770524323,172.281,6309.547294,0.114398611325403,-0.304758456917384,0.263938099977141,-0.157905058793529,0.389838052406742
"29652","DGRP-57","female",5,"29652","D1",997705.1347,0.89,446.583794804387,156.42922,6377.997248,-1.39300143499814,-1.06990173187609,-0.691568235097398,-0.0262106993030222,-0.714862600402082
"25203","DGRP-732","female",5,"25203","D10",1139344.472,1.36,477.582532186225,185.1331395,6154.189762,0.892411538460138,0.0901542011258209,0.823797467599751,-0.456805342477663,1.28549563128054
"25203","DGRP-732","female",5,"25203","D11",1163938.168,1.32,474.94434177075,185.1331395,6287.033054,0.697908306676454,-0.00857396338497987,1.08691959264912,-0.201221354027496,1.28549563128054
"25203","DGRP-732","female",5,"25203","D2",1213787.998,1.26,470.987056147536,178.9584545,6782.512741,0.406153459000929,-0.156666210151183,1.62025110991881,0.752057300038828,0.855185688145517
"25192","DGRP-399","female",5,"25192","D3",1025649.687,0.93,449.221985219862,155.68686,6587.901424,-1.19849820321446,-0.971173567365292,-0.392596092613032,0.377634656278994,-0.766597205387715
"25203","DGRP-732","female",5,"25203","D3",1139269.468,1.14,463.072484901109,183.352,6213.564443,-0.177356236350123,-0.452850703683587,0.822995017578933,-0.342571363821546,1.1613691313926
"25192","DGRP-399","female",5,"25192","D4",1114077.858,0.82,441.966961577304,159.3946122,6989.43234,-1.73338209061959,-1.24267601977,0.553475952343073,1.15016047562807,-0.50820626911473
"25192","DGRP-399","female",5,"25192","D5",1010983.436,0.96,451.200628031469,155.17044,6515.309464,-1.0526207793767,-0.897127443982191,-0.549506836310418,0.237971280079202,-0.802586192815216
"25203","DGRP-732","female",5,"25203","D5",1152992.302,1.28,472.306151355274,183.3695455,6287.806948,0.503405074892771,-0.107302127895783,0.969812366373504,-0.199732419869213,1.16259186633491
"28173","DGRP-338","female",5,"28173","D5",1138180.112,1.35,476.922984582356,178.8993636,6362.124991,0.843785730514217,0.0654721599981196,0.811340255901171,-0.0567481445039892,0.851067680211704
"25203","DGRP-732","female",5,"25203","D6",1151851.633,1.52,488.135293848128,179.7074773,6409.592134,1.67042446559487,0.485066859169026,0.957608619069401,0.0345763141542212,0.907384619503932
"25203","DGRP-732","female",5,"25203","D8",1192658.914,1.49,486.156651036521,180.3236818,6613.989364,1.52454704175711,0.411020735785924,1.39419604757981,0.427826575308287,0.95032752644648
"25203","DGRP-732","female",5,"25203","D9",1175770.287,1.38,478.901627393963,179.1849091,6561.770704,0.989663154351979,0.139518283381221,1.21350862973882,0.327360430624645,0.870967167856412
"25180","DGRP-313","male",5,"25180","A1",697644.743,0.63,398.197333333333,118.897954545455,5867.59247177201,-1.08278940462875,-2.13674359769669,-1.80189348499355,0.0915931504663405,-2.05460999025507
"25190","DGRP-380","male",5,"25190","A1",780738.987,0.49,408.733333333333,132.445762711864,5894.7826718964,-2.24197585436138,-1.61587539328686,-0.752062950313689,0.147080968325554,-0.976390715314489
"25201","DGRP-712","male",5,"25201","A1",873673.626,0.76,434.326,151.014980769231,5785.34408672395,-0.00640198701987827,-0.350650798305244,0.422093249382282,-0.0762534776527184,0.501463752662869
"28191","DGRP-385","male",5,"28191","A1",976274.957666667,0.8,432.227,145.777055555556,6697.04127268923,0.324794141475159,-0.454419055808686,1.71838052148843,1.7842730049097,0.084596916587895
"28196","DGRP-426","male",5,"28196","A1",872422.015666667,0.93,434.399333333333,161.824244897959,5391.17000803425,1.40118155908403,-0.347025418497296,0.40628013547449,-0.880655776388954,1.36173257167491
"28247","DGRP-843","male",5,"28247","A1",828229.959333333,0.8,465.144666666667,152.231057692308,5440.61094949079,0.324794141475159,1.17293154499127,-0.152051800598321,-0.779760235283035,0.598246757128722
"28248","DGRP-849","male",5,"28248","A1",925211.299666667,0.95,424.546333333333,140.851982142857,6568.67788149608,1.56677962333155,-0.834128153695673,1.07323129333191,1.5223181668529,-0.307371217212229
"25198","DGRP-555","male",5,"25198","A10",837058.656666667,0.79,434.595666666667,140.484714285714,5958.36109944515,0.2419951093514,-0.337319288011393,-0.0405081413048959,0.276827281021347,-0.336600689446678
"28135","DGRP-88","male",5,"28135","A10",829718.380666667,0.9,432.203666666667,151.163634615385,5488.87556704873,1.15278446271275,-0.455572585747566,-0.133246765628594,-0.681265251949046,0.51329455512542
"28191","DGRP-385","male",5,"28191","A10",953187.953666667,0.68,427.563666666667,138.104578947368,6901.92867558668,-0.668794244009952,-0.684960253596999,1.42669435182455,2.2023925789331,-0.52602674030669
"28196","DGRP-426","male",5,"28196","A10",901390.439666667,0.98,427.95,169.510739130435,5317.60078618421,1.81517671970283,-0.665861093608691,0.772273429266932,-1.0307905883206,1.97347183874869
"28197","DGRP-440","male",5,"28197","A10",878999.375666667,0.86,428.45,150.194634615385,5852.40197106635,0.821588334217715,-0.641142594918019,0.489379915112439,0.0605934618840613,0.436175476925898
"28247","DGRP-843","male",5,"28247","A10",841220.966,0.76,498.088666666667,146.105185185185,5757.63936737612,-0.00640198701987827,2.80158398672224,0.0120793692441621,-0.132791289584233,0.110711523984118
"25180","DGRP-313","male",5,"25180","A11",681789.058,0.73,405.003,126.568790322581,5386.70754664205,-0.254799083391156,-1.80029187251838,-2.00221761648532,-0.889762448785676,-1.44411692095489
"25201","DGRP-712","male",5,"25201","A11",820567.578666667,0.78,431.180333333333,150.908942307692,5437.50135756428,0.15919607722764,-0.50616311306784,-0.248859964497213,-0.786106068327489,0.493024548939874
"28191","DGRP-385","male",5,"28191","A11",1000457.62766667,0.91,452.234666666667,148.020018867925,6758.93460437507,1.23558349483651,0.534699908798124,2.02390957084219,1.91058049435709,0.263105960019519
"28196","DGRP-426","male",5,"28196","A11",849097.637333333,0.89,438.210333333333,168.948456521739,5025.77919215307,1.06998543058899,-0.158621021476997,0.111594927474291,-1.62631924875368,1.9287218733511
"28197","DGRP-440","male",5,"28197","A11",824560.682333333,0.83,452.427,147.853830188679,5576.86386129527,0.573191237846436,0.544208291294453,-0.198410234701151,-0.501705027215155,0.249879625911526
"28247","DGRP-843","male",5,"28247","A11",822288.485333333,0.83,480.358333333333,148.35320754717,5542.7752384247,0.573191237846436,1.92504954415187,-0.227117659867783,-0.571270653369445,0.289623198213422
"28248","DGRP-849","male",5,"28248","A11",904337.436,0.86,440.017,133.690016949153,6764.43504636516,0.821588334217715,-0.0693048462080197,0.809506414217401,1.92180540340134,-0.877365184018744
"25180","DGRP-313","male",5,"25180","A12",690488.112,0.7,397.860333333333,127.002774193548,5436.79550611798,-0.503196179762435,-2.1534038658142,-1.89231189892408,-0.787546519530818,-1.40957777123101
"25198","DGRP-555","male",5,"25198","A12",833555.553666667,0.73,432.190666666667,131.119066666667,6357.24135976156,-0.254799083391156,-0.456215266713522,-0.0847670973828719,1.09083361899674,-1.08197748111072
"25201","DGRP-712","male",5,"25201","A12",893211.462666667,0.9,471.866,156.9453,5691.22785242162,1.15278446271275,1.50521408339039,0.66893847628217,-0.268319164652878,0.973435633473814
"28135","DGRP-88","male",5,"28135","A12",875101.140666667,0.9,463.543333333333,151.681961538462,5769.31582233508,1.15278446271275,1.09376643318458,0.440128776437205,-0.108962814507181,0.554546252249973
"28196","DGRP-426","male",5,"28196","A12",906759.946333333,0.87,427.036,162.447791666667,5581.85455788744,0.904387366341474,-0.711046509215238,0.840112930337946,-0.49152037016114,1.4113583219505
"28197","DGRP-440","male",5,"28197","A12",916515.937666667,0.98,441.672333333333,150.697173076923,6081.83895525919,1.81517671970283,0.0125298634572131,0.963372221292035,0.528812067514692,0.476170629571529
"28247","DGRP-843","male",5,"28247","A12",817389.607333333,0.67,481.660666666667,149.358773584906,5472.65880479846,-0.751593276133712,1.98943299374153,-0.289011137231527,-0.714359261772167,0.369652430307277
"25180","DGRP-313","male",5,"25180","A2",667134.234333333,0.59,387.166,130.78775,5100.89235676379,-1.41398553312379,-2.6820995948094,-2.18736980784067,-1.47303366874024,-1.10834573283982
"25190","DGRP-380","male",5,"25190","A2",806605.083666667,0.49,421.946333333333,139.541071428571,5780.41343246783,-2.24197585436138,-0.962664346887167,-0.425265126704536,-0.0863156045969376,-0.411701687684482
"25201","DGRP-712","male",5,"25201","A2",908487.544333333,0.78,446.925,153.976058823529,5900.18702436424,0.15919607722764,0.272205931702301,0.861939774710606,0.15810978473774,0.73712485691911
"28135","DGRP-88","male",5,"28135","A2",672539.636333333,0.44,389.147666666667,148.311490566038,4534.6428234694,-2.65597101498018,-2.58413194499869,-2.11907679741483,-2.62859526161428,0.286303100039875
"28191","DGRP-385","male",5,"28191","A2",990495.822333333,0.84,434.185666666667,145.278907407407,6817.89146139208,0.655990269970196,-0.357588456937745,1.89804998158504,2.03089543609145,0.0449511725300521
"28196","DGRP-426","male",5,"28196","A2",889273.3,0.92,436.727666666667,162.990229166667,5455.99146983632,1.31838252696027,-0.231919609594368,0.619182882886277,-0.748372768195318,1.4545288895262
"28197","DGRP-440","male",5,"28197","A2",794886.185,0.68,445.785,147.853830188679,5376.16228125866,-0.668794244009952,0.21584775468757,-0.573324210713845,-0.911282472992697,0.249879625911526
"28247","DGRP-843","male",5,"28247","A2",834718.556333333,0.8,474.540333333333,154.699607843137,5395.73802397562,0.324794141475159,1.63742509338721,-0.0700734717765047,-0.871333695809437,0.794709411536587
"28248","DGRP-849","male",5,"28248","A2",913178.831,0.89,426.285666666667,148.824735849057,6135.9344989947,1.06998543058899,-0.748140736250356,0.921210498560064,0.639206388411898,0.327150368478139
"25180","DGRP-313","male",5,"25180","A3",692579.433,0.68,403.975,120.727153846154,5736.73288018182,-0.668794244009952,-1.8511131058264,-1.86588970000959,-0.175455755024218,-1.90903087372966
"25198","DGRP-555","male",5,"25198","A3",844055.33,0.81,431.842,128.969573770492,6544.60819962111,0.407593173598919,-0.473452299800503,0.0478893330919262,1.47319847969732,-1.25304756444347
"25201","DGRP-712","male",5,"25201","A3",929176.462333333,0.87,460.255,153.976058823529,6034.55153634147,0.904387366341474,0.931201106795608,1.12332801052978,0.432311281351476,0.73712485691911
"28135","DGRP-88","male",5,"28135","A3",790330.022666667,0.76,400.063,151.163634615385,5228.30788421802,-0.00640198701987827,-2.04451063958221,-0.630887744699319,-1.21301316328342,0.51329455512542
"28191","DGRP-385","male",5,"28191","A3",926716.744666667,0.68,422.951,142.637472727273,6497.00760219285,-0.668794244009952,-0.912996643518025,1.09225140896448,1.37605858120427,-0.165270713596039
"28196","DGRP-426","male",5,"28196","A3",856230.229,0.91,428.656333333333,168.710382978723,5075.14839266284,1.23558349483651,-0.630942094458351,0.201709623301719,-1.52557011144653,1.90977449235927
"28197","DGRP-440","male",5,"28197","A3",911581.21,0.85,432.514,153.652019607843,5932.76425735616,0.738789302093955,-0.440230637560239,0.901025811535945,0.224591074406196,0.711335790237787
"28247","DGRP-843","male",5,"28247","A3",803453.898666667,0.76,463.463,146.59287037037,5480.85249055238,-0.00640198701987827,1.08979499439496,-0.465077875147437,-0.697638173268616,0.149524560034717
"25180","DGRP-313","male",5,"25180","A4",676654.236666667,0.63,405.811,124.559761904762,5432.36616961451,-1.08278940462875,-1.76034677863425,-2.06709205262386,-0.796585593021169,-1.60400796291448
"25198","DGRP-555","male",5,"25198","A4",735643.832333333,0.77,451.196333333333,131.119066666667,5610.50235511133,0.0763970451038811,0.483367826517128,-1.32180482479513,-0.433057992276654,-1.08197748111072
"25201","DGRP-712","male",5,"25201","A4",902912.406,0.77,443.457,156.9453,5753.03883582369,0.0763970451038811,0.100758424783801,0.791502278975074,-0.142179725699782,0.973435633473814
"28191","DGRP-385","male",5,"28191","A4",948640.877666667,0.8,453.684666666667,137.632649122807,6892.55698929556,0.324794141475159,0.606383555001071,1.36924561652695,2.18326751109335,-0.563585866256128
"28196","DGRP-426","male",5,"28196","A4",897201.754,0.97,435.674333333333,172.967565217391,5187.10980797103,1.73237768757907,-0.283993246836084,0.719352674454566,-1.29708725396627,2.24858767086644
"28197","DGRP-440","male",5,"28197","A4",862342.956333333,0.89,445.686333333333,156.72506,5502.26591926864,1.06998543058899,0.210969970945926,0.278939133984856,-0.653939177788136,0.955907557330716
"28247","DGRP-843","male",5,"28247","A4",784034.953333333,0.76,464.482,146.105185185185,5366.2363340465,-0.00640198701987827,1.14017129472655,-0.710421003393637,-0.931538636921939,0.110711523984118
"28248","DGRP-849","male",5,"28248","A4",894232.469,0.93,437.742333333333,137.448122807018,6505.96349180801,1.40118155908403,-0.181757536251464,0.681838089699853,1.39433512089356,-0.578271624127339
"25180","DGRP-313","male",5,"25180","A5",675884.823,0.61,399.578666666667,122.613515625,5512.31909104637,-1.24838746887627,-2.06845462531389,-2.07681299022656,-0.633423383054808,-1.75890240981282
"25198","DGRP-555","male",5,"25198","A5",810802.067666667,0.66,440.002666666667,135.640413793103,5977.5847403666,-0.834392308257471,-0.0700134431704698,-0.372239528965625,0.316057514015607,-0.722140409272944
"25201","DGRP-712","male",5,"25201","A5",905354.112,0.86,457.574,156.9453,5768.596523757,0.821588334217715,0.798660516816227,0.822351317273215,-0.110430707656342,0.973435633473814
"28135","DGRP-88","male",5,"28135","A5",793094.917666667,0.67,408.253666666667,148.311490566038,5347.49475337199,-0.751593276133712,-1.63958867303074,-0.595955467125632,-0.969785115804165,0.286303100039875
"28191","DGRP-385","male",5,"28191","A5",902006.042,0.78,446.700666666667,142.918345454545,6311.33840187703,0.15919607722764,0.26111556528977,0.780051081432023,0.997158141999749,-0.142917105940103
"28196","DGRP-426","male",5,"28196","A5",867018.719666667,0.85,440.158333333333,167.015723404255,5191.24009401247,0.738789302093955,-0.0623177505781385,0.338013732705202,-1.28865846129371,1.77490288839129
"28247","DGRP-843","male",5,"28247","A5",795667.462666667,0.95,469.409,154.699607843137,5143.30626793482,1.56677962333155,1.38374738082443,-0.563453380785717,-1.38647838900752,0.794709411536587
"28248","DGRP-849","male",5,"28248","A5",855315.910333333,0.82,427.279666666667,140.366232142857,6093.45921220454,0.490392205722677,-0.6990003608533,0.19015792479063,0.552525857700534,-0.346030239127005
"25198","DGRP-555","male",5,"25198","A6",865583.326333333,0.7,418.148,131.008483333333,6607.07844492004,-0.503196179762435,-1.15044254194062,0.319878664882575,1.60068329322976,-1.09077839414575
"25201","DGRP-712","male",5,"25201","A6",873930.553333333,0.77,439.465666666667,148.061603773585,5902.47931306852,0.0763970451038811,-0.0965611107642501,0.425339324522298,0.162787723757018,0.266415546801268
"28135","DGRP-88","male",5,"28135","A6",666123.186333333,0.59,359.854666666667,145.564981481481,4576.12249562974,-1.41398553312379,-4.03228990929038,-2.20014360553509,-2.54394651010957,0.0677187358833744
"28196","DGRP-426","male",5,"28196","A6",863518.494,0.93,423.292,162.990229166667,5297.97705307233,1.40118155908403,-0.896138627410989,0.293791129474859,-1.07083730087323,1.4545288895262
"28197","DGRP-440","male",5,"28197","A6",897371.600333333,0.84,429.704,153.13962745098,5859.8261943701,0.655990269970196,-0.579148600201814,0.721498549527892,0.0757442863921568,0.670556418912772
"28247","DGRP-843","male",5,"28247","A6",805977.508333333,0.81,475.175666666667,151.163634615385,5331.82144226708,0.407593173598919,1.66883406572352,-0.433194048324497,-1.00177008935572,0.51329455512542
"28248","DGRP-849","male",5,"28248","A6",953489.344666667,0.92,426.911333333333,146.068722222222,6527.67635781788,1.31838252696027,-0.717209654888795,1.43050219048396,1.43864518661009,0.107809573424644
"25180","DGRP-313","male",5,"25180","A7",641826.26,0.65,395.640333333333,120.727153846154,5316.33720793168,-0.917191340381231,-2.26315400000079,-2.5071161939565,-1.0333692085443,-1.90903087372966
"25190","DGRP-380","male",5,"25190","A7",804134.961666667,0.55,444.759333333333,124.036507936508,6483.05063601346,-1.74518166161882,0.165141874373422,-0.456473178852943,1.34757620175556,-1.64565178509817
"25198","DGRP-555","male",5,"25198","A7",846673.720666667,0.57,400.111333333333,138.020070175439,6134.42464991107,-1.57958359737131,-2.0421211847088,0.0809706434362118,0.636125196270462,-0.532752476726647
"25201","DGRP-712","male",5,"25201","A7",877209.518,0.8,450.265666666667,148.061603773585,5924.6252616676,0.324794141475159,0.437358460954259,0.466766468732232,0.207981593480801,0.266415546801268
"28135","DGRP-88","male",5,"28135","A7",730208.552333333,0.69,412.956333333333,151.163634615385,4830.58345475253,-0.585995211886194,-1.40710295334544,-1.3904753202934,-2.0246607642345,0.51329455512542
"28191","DGRP-385","male",5,"28191","A7",937576.204666667,0.79,459.842666666667,138.104578947368,6788.88572567877,0.2419951093514,0.910816584875385,1.22945216017578,1.97170260291002,-0.52602674030669
"28197","DGRP-440","male",5,"28197","A7",913723.583666667,0.88,432.640333333333,150.697173076923,6063.30938404703,0.987186398465233,-0.43398509689108,0.928093020811729,0.490998242396599,0.476170629571529
"28247","DGRP-843","male",5,"28247","A7",829210.095666667,0.82,457.339,143.448727272727,5780.53295718796,0.490392205722677,0.787042822431611,-0.139668547543112,-0.0860716870873229,-0.100706004895745
"28248","DGRP-849","male",5,"28248","A7",930369.531666667,0.93,441.122333333333,146.068722222222,6369.39597685564,1.40118155908403,-0.0146604851025235,1.1384015048638,1.11563789319772,0.107809573424644
"25180","DGRP-313","male",5,"25180","A8",667888.667666667,0.66,390.099333333333,128.64368852459,5191.77174820357,-0.834392308257471,-2.53708440249081,-2.1778381349884,-1.28757349940359,-1.27898354975078
"25198","DGRP-555","male",5,"25198","A8",868126.054333333,0.84,437.957666666667,138.020070175439,6289.85373815453,0.655990269970196,-0.171112102815315,0.352004036837165,0.953313775207789,-0.532752476726647
"28135","DGRP-88","male",5,"28135","A8",768701.856333333,0.81,426.402333333333,143.4084,5360.22894288852,0.407593173598919,-0.7423730865559,-0.904142645795344,-0.943798091609955,-0.103915501385949
"28191","DGRP-385","male",5,"28191","A8",935953.706,0.76,451.947,138.104578947368,6777.13739206787,-0.00640198701987827,0.520478532551407,1.20895316336506,1.94772744301533,-0.52602674030669
"28197","DGRP-440","male",5,"28197","A8",924107.185333333,0.96,434.922666666667,156.72506,5896.35879120629,1.64957865545531,-0.321153389867693,1.05928167558328,0.150297400010187,0.955907557330716
"28248","DGRP-849","male",5,"28248","A8",916033.433,0.76,452.663333333333,133.690016949153,6851.92098785059,-0.00640198701987827,0.55589190167556,0.957276153648738,2.10034046251004,-0.877365184018744
"25180","DGRP-313","male",5,"25180","A9",695294.553666667,0.64,410.952333333333,126.568790322581,5493.41233249206,-0.99999037250499,-1.50617469609765,-1.83158628205915,-0.672006945153294,-1.44411692095489
"25198","DGRP-555","male",5,"25198","A9",852925.090666667,0.82,450.215333333333,138.493333333333,6158.60034658708,0.490392205722677,0.43487013208603,0.159951795362711,0.685461230857964,-0.495087235774552
"25201","DGRP-712","male",5,"25201","A9",863474.998666667,0.85,449.636333333333,156.9453,5501.7576102417,0.738789302093955,0.406246110602235,0.293241600086891,-0.654976498535096,0.973435633473814
"28135","DGRP-88","male",5,"28135","A9",873855.379333333,0.82,429.150666666667,151.163634615385,5780.85715891087,0.490392205722677,-0.606503738752807,0.424389560052282,-0.0854100793732146,0.51329455512542
"28191","DGRP-385","male",5,"28191","A9",944902.05,0.72,463.746666666667,135.259672413793,6985.83719106837,-0.337598115514916,1.10381862265215,1.32200846435582,2.3736270826361,-0.752442188638064
"28196","DGRP-426","male",5,"28196","A9",898695.730666667,0.92,442.04,170.6465,5266.41759817322,1.31838252696027,0.0307061994944392,0.738227896699398,-1.13524158172319,2.06386278953913
"28197","DGRP-440","male",5,"28197","A9",808855.105,0.79,442.310333333333,145.115796296296,5573.85981157066,0.2419951093514,0.0440706677865118,-0.396837873675865,-0.507835477274243,0.0319697705352331
"25190","DGRP-380","male",5,"25190","B10",771830.233666667,0.41,407.079,124.461825396825,6201.34110363412,-2.90436811135145,-1.69766066595471,-0.864618054314201,0.772683514303526,-1.61180236251632
"25190","DGRP-380","male",5,"25190","B4",787727.667666667,0.53,433.450333333333,132.445762711864,5947.54903092194,-1.91077972586634,-0.393941129012191,-0.663766456985055,0.25476278402785,-0.976390715314489
"25190","DGRP-380","male",5,"25190","B5",781552.963333333,0.33,423.586,134.729310344828,5800.91266950761,-3.56676036834153,-0.881604150180872,-0.741778998404339,-0.044482226177046,-0.79465171791626
"25190","DGRP-380","male",5,"25190","B6",753399.095333333,0.41,418.996333333333,126.037096774194,5977.59798199028,-2.90436811135145,-1.10850348916213,-1.0974810166542,0.316084536575188,-1.48643241768991
"25190","DGRP-380","male",5,"25190","B7",742017.221,0.43,427.247333333333,128.542540983607,5772.54203411641,-2.73877004710394,-0.700598823768663,-1.24128206281357,-0.102378991994705,-1.28703350343784
"25190","DGRP-380","male",5,"25190","B8",810423.635,0.52,421.960666666667,138.022228070175,5871.68926578951,-1.9935787579901,-0.961955749924666,-0.377020728597063,0.0999535950092193,-0.532580737972372
"28198","DGRP-441","male",5,"28198","C1",844988.363666667,0.83,455.659,142.5974,5925.69264002476,0.573191237846436,0.703988666830954,0.0596774809346503,0.210159822975178,-0.168459951767593
"28198","DGRP-441","male",5,"28198","C10",829119.409333333,0.86,452.215,135.685344827586,6110.6039888603,0.821588334217715,0.533727647849606,-0.140814298165889,0.587513693022069,-0.718564516639425
"28198","DGRP-441","male",5,"28198","C11",814363.317,0.71,472.685666666667,145.564981481481,5594.50019305366,-0.420397147638675,1.54573594224398,-0.327245939617351,-0.465714061358438,0.0677187358833744
