stock,genotype,sex,age,plate,well,ws,fw,trichomes,area,cell.area,cell.number
25198,DGRP-555,female,5,25198,C7,1128931.489,1.03,51,7853.883,153.9977059,7330.833163
25201,DGRP-712,female,5,25201,C7,1110401.786,1.06,43,7871.961,183.0688605,6065.486959
25203,DGRP-732,male,5,25203,C7,895187.5233,0.78,52,8015.008,154.1347692,5807.823425
28135,DGRP-88,female,5,28135,C7,920916.5377,0.94,47,7856.091,167.1508723,5509.49286
28173,DGRP-338,female,5,28173,C7,1116735.557,1.26,44,7898.563,179.5127955,6220.924552
28180,DGRP-361,female,5,28180,C7,1105724.311,1.15,43,7885.861,183.3921163,6029.290318
28196,DGRP-426,female,5,28196,C7,1120663.445,1.36,42,7983.457,190.0823095,5895.674604
29652,DGRP-57,female,5,29652,C7,983123.9883,0.95,50,7827.461,156.54922,6279.967338
25192,DGRP-399,female,5,25192,C8,1121675.106,0.83,48,7836.499,163.2603958,6870.466659
25201,DGRP-712,female,5,25201,C8,1137108.578,1.09,41,7853.883,191.558122,5936.102142
28135,DGRP-88,female,5,28135,C8,1101002.97,1.33,46,7823.07,170.0667391,6473.946499
28173,DGRP-338,female,5,28173,C8,1143730.489,1.26,44,7851.572,178.4448182,6409.435146
28180,DGRP-361,female,5,28180,C8,1034679.892,1.13,43,7885.861,183.3921163,5641.899517
28198,DGRP-441,male,5,28198,C8,774211.3717,0.63,57,7842.857,137.5939825,5626.782203
29652,DGRP-57,female,5,29652,C8,936462.5183,0.93,51,7827.461,153.4796275,6101.542816
25198,DGRP-555,female,5,25198,C9,1131563.056,1.15,51,7853.883,153.9977059,7347.921515
25201,DGRP-712,female,5,25201,C9,1148488.321,1.08,41,7845.061,191.3429512,6002.250483
25203,DGRP-732,male,5,25203,C9,926332.3707,0.94,50,7854.45,157.089,5896.863375
28135,DGRP-88,female,5,28135,C9,904270.0897,0.97,47,7856.091,167.1508723,5409.903502
28196,DGRP-426,female,5,28196,C9,1112101.162,1.5,40,7797.494,194.93735,5704.915769
28198,DGRP-441,male,5,28198,C9,784090.2063,0.79,56,7842.857,140.0510179,5598.604125
25198,DGRP-555,female,5,25198,D1,1009317.037,1.12,55,7841.756,142.5773818,7079.082417
28173,DGRP-338,female,5,28173,D1,1087015.117,1.2,46,7924.926,172.281,6309.547294
28196,DGRP-426,female,5,28196,D1,1118780.37,1.34,41,7983.457,194.7184634,5745.630644
28198,DGRP-441,female,5,28198,D1,1104453.288,1.48,43,7895.23,183.61,6015.21316
29652,DGRP-57,female,5,29652,D1,997705.1347,0.89,50,7821.461,156.42922,6377.997248
25203,DGRP-732,female,5,25203,D10,1139344.472,1.36,43,7960.725,185.1331395,6154.189762
28198,DGRP-441,female,5,28198,D10,1050618.695,1.32,44,7895.23,179.4370455,5855.082448
25203,DGRP-732,female,5,25203,D11,1163938.168,1.32,43,7960.725,185.1331395,6287.033054
28198,DGRP-441,female,5,28198,D11,1098737.008,1.42,44,7823.07,177.7970455,6179.725909
25190,DGRP-380,female,5,25190,D2,1006285.65,0.73,49,7894.909,161.1205918,6245.543404
25203,DGRP-732,female,5,25203,D2,1213787.998,1.26,44,7874.172,178.9584545,6782.512741
28198,DGRP-441,female,5,28198,D2,1090962.336,1.39,44,7849.895,178.4067045,6115.029919
25190,DGRP-380,female,5,25190,D3,1016701.422,0.85,49,7889.68,161.0138776,6314.371391
25192,DGRP-399,female,5,25192,D3,1025649.687,0.93,50,7784.343,155.68686,6587.901424
25203,DGRP-732,female,5,25203,D3,1139269.468,1.14,43,7884.136,183.352,6213.564443
28198,DGRP-441,female,5,28198,D3,1091874.091,1.32,43,7868.25,182.9825581,5967.093815
25192,DGRP-399,female,5,25192,D4,1114077.858,0.82,49,7810.336,159.3946122,6989.43234
28198,DGRP-441,female,5,28198,D4,1057025.131,1.55,44,7868.25,178.8238636,5910.984752
25190,DGRP-380,female,5,25190,D5,953175.4473,0.66,51,7868.645,154.2871569,6177.931247
25192,DGRP-399,female,5,25192,D5,1010983.436,0.96,50,7758.522,155.17044,6515.309464
25203,DGRP-732,female,5,25203,D5,1152992.302,1.28,44,8068.26,183.3695455,6287.806948
28173,DGRP-338,female,5,28173,D5,1138180.112,1.35,44,7871.572,178.8993636,6362.124991
25190,DGRP-380,female,5,25190,D6,1014684.389,1,48,7841.756,163.3699167,6210.962275
25203,DGRP-732,female,5,25203,D6,1151851.633,1.52,44,7907.129,179.7074773,6409.592134
25190,DGRP-380,female,5,25190,D7,1002789.023,1.05,51,7841.756,153.7599216,6521.784171
28198,DGRP-441,female,5,28198,D7,1072129.467,1.18,44,7842.012,178.2275455,6015.509353
25190,DGRP-380,female,5,25190,D8,953888.795,1,50,7874.172,157.48344,6057.073652
25203,DGRP-732,female,5,25203,D8,1192658.914,1.49,44,7934.242,180.3236818,6613.989364
28198,DGRP-441,female,5,28198,D8,1056171.946,1.33,45,7895.23,175.4495556,6019.804057
25190,DGRP-380,female,5,25190,D9,954436.3183,0.84,51,7841.756,153.7599216,6207.31533
25203,DGRP-732,female,5,25203,D9,1175770.287,1.38,44,7884.136,179.1849091,6561.770704
28198,DGRP-441,female,5,28198,D9,1113101.675,1.45,45,7849.895,174.4421111,6380.922977
25182,DGRP-324,male,5,25182,E1,704024.784,0.65,68,7891.899,116.0573382,6066.180689
28153,DGRP-195,male,5,28153,E1,911764.335,0.77,55,7885.245,143.3680909,6359.604353
28153,DGRP-195,male,5,28153,E10,924794.9793,0.81,51,7860.509,154.1276275,6000.189548
25182,DGRP-324,male,5,25182,E11,667183.1027,0.7,70,7898.23,112.8318571,5913.073839
28153,DGRP-195,male,5,28153,E11,927190.0663,0.79,54,7869.259,145.7270185,6362.513114
25182,DGRP-324,male,5,25182,E12,708669.7113,0.76,65,7871.955,121.107,5851.599919
25182,DGRP-324,male,5,25182,E2,684033.8527,0.68,68,7845.708,115.3780588,5928.630275
28153,DGRP-195,male,5,28153,E2,950019.6687,0.8,53,7842.368,147.9692075,6420.387623
25182,DGRP-324,male,5,25182,E3,726810.5853,0.63,67,7818.894,116.6999104,6228.03036
28153,DGRP-195,male,5,28153,E3,937073.105,0.82,53,7895.525,148.9721698,6290.256134
25182,DGRP-324,male,5,25182,E4,688572.0687,0.79,66,7845.055,118.8644697,5792.917517
28153,DGRP-195,male,5,28153,E4,960395.778,0.73,53,7895.525,148.9721698,6446.813383
28153,DGRP-195,male,5,28153,E5,952522.2587,0.86,51,7860.509,154.1276275,6180.087726
25182,DGRP-324,male,5,25182,E6,703639.3053,0.76,66,7871.955,119.2720455,5899.448632
28153,DGRP-195,male,5,28153,E6,921639.566,0.74,54,7895.525,146.2134259,6303.385343
25182,DGRP-324,male,5,25182,E7,686222.028,0.78,69,7818.894,113.3173043,6055.756726
25182,DGRP-324,male,5,25182,E8,719492.487,0.72,67,7871.955,117.4918657,6123.764253
28153,DGRP-195,male,5,28153,E8,930974.2803,0.72,53,7869.259,148.4765849,6270.175738
25182,DGRP-324,male,5,25182,E9,664467.3673,0.72,68,7871.955,115.7640441,5739.842387
28153,DGRP-195,male,5,28153,E9,897353.5727,0.74,53,7842.368,147.9692075,6064.46157
25182,DGRP-324,female,5,25182,F1,851135.0177,1.17,57,7862.847,137.9446842,6170.11828
28153,DGRP-195,female,5,28153,F1,1202932.902,1.39,45,7858.299,174.6288667,6888.511187
25182,DGRP-324,female,5,25182,F10,897271.0717,1.05,57,7836.69,137.4857895,6526.282281
28153,DGRP-195,female,5,28153,F10,1180878.329,1.28,45,7860.509,174.6779778,6760.316004
25182,DGRP-324,female,5,25182,F11,874914.204,1.25,55,7809.911,141.9983818,6161.437847
25182,DGRP-324,female,5,25182,F12,871103.632,1.28,56,7823.399,139.7035536,6235.372041
28153,DGRP-195,female,5,28153,F12,1175271.949,1.36,44,7823.07,177.7970455,6610.188295
25182,DGRP-324,female,5,25182,F2,838435.7003,1.01,56,7868.645,140.5115179,5967.024719
28153,DGRP-195,female,5,28153,F2,1134659.113,1.37,46,7823.07,170.0667391,6671.846114
28153,DGRP-195,female,5,28153,F3,1178898.933,1.43,44,7860.509,178.6479318,6599.006892
25182,DGRP-324,female,5,25182,F4,857015.4483,1.15,55,7809.911,141.9983818,6035.388836
28153,DGRP-195,female,5,28153,F4,1179725.137,1.41,44,7860.509,178.6479318,6603.631651
25182,DGRP-324,female,5,25182,F5,856293.238,1.09,56,7809.911,139.4626964,6139.944659
28153,DGRP-195,female,5,28153,F5,1207822.677,1.46,46,7876.096,171.2194783,7054.236406
28153,DGRP-195,female,5,28153,F7,1181965.28,1.42,45,7823.07,173.846,6798.921346
25182,DGRP-324,female,5,25182,F8,841536.0087,1.21,59,7836.69,132.8252542,6335.662698
28153,DGRP-195,female,5,28153,F8,1180700.683,1.38,44,7823.07,177.7970455,6640.721618
25182,DGRP-324,female,5,25182,F9,899617.509,1.22,54,7862.847,145.6082778,6178.340426
28153,DGRP-195,female,5,28153,F9,1228837.269,1.54,44,7849.895,178.4067045,6887.84243
28141,DGRP-129,male,5,28141,G1,852282.3297,0.76,56,7885.245,140.8079464,6052.79994
28141,DGRP-129,male,5,28141,G10,850979.6853,0.83,56,7858.299,140.3267679,6064.271973
28141,DGRP-129,male,5,28141,G11,855196.3123,0.75,55,7858.299,142.8781636,5985.493448
28141,DGRP-129,male,5,28141,G2,873763.044,0.75,54,7885.245,146.0230556,5983.733464
28141,DGRP-129,male,5,28141,G3,874898.1277,0.78,56,7885.245,140.8079464,6213.41444
28141,DGRP-129,male,5,28141,G4,850477.6063,0.73,57,7885.245,138.3376316,6147.839866
28141,DGRP-129,male,5,28141,G5,838010.9003,0.67,57,7911.564,138.7993684,6037.569982
28141,DGRP-129,male,5,28141,G6,806895.7853,0.76,58,7885.245,135.9525,5935.130177
28141,DGRP-129,male,5,28141,G7,860524.601,0.74,54,7858.299,145.5240556,5913.280782
28141,DGRP-129,male,5,28141,G9,825524.9763,0.81,56,7858.299,140.3267679,5882.876011
28141,DGRP-129,female,5,28141,H1,1106527.248,1.11,46,7876.003,171.2174565,6462.70112
28141,DGRP-129,female,5,28141,H10,1083965.632,1.17,48,7929.388,165.1955833,6561.71073
28141,DGRP-129,female,5,28141,H11,1033587.698,1.03,48,7903.009,164.6460208,6277.635456
28141,DGRP-129,female,5,28141,H12,1104376.228,1.18,47,7876.003,167.5745319,6590.358426
28141,DGRP-129,female,5,28141,H2,1066827.933,1.03,46,7903.009,171.8045435,6209.544354
28141,DGRP-129,female,5,28141,H3,1133231.925,1.12,47,7876.003,167.5745319,6762.554618
28141,DGRP-129,female,5,28141,H4,1100620.375,1.08,46,7929.388,172.378,6384.923685
28141,DGRP-129,female,5,28141,H5,1105822.687,1.07,47,7903.009,168.1491277,6576.440223
28141,DGRP-129,female,5,28141,H6,1120419.148,1.13,47,7903.009,168.1491277,6663.246865
